file_name,caption_1,caption_2,caption_3,caption_4,caption_5
conversation.wav,A small building reverberates with the conversation of men and women,Brisk conversation flows freely in this mixed crowd of adults.,People are eating and conversing in a dining room.,People are eating while talking in a dining room.,The crowd of people were talking in the hall.
jkl_agora_cafe.wav,A large group of people talk and laugh while dishes clatter in the background.,"As dishes clank in the background, several inaudible conversations are being held.",Dining room dishes clatter amid a background noise of voices talking over dinner.,Dishes clatter in the dining room amid the noise of voices talking while eating dinner in the dining room.,large group of people talking and laughing with dishes clattering in background
thunderclap_rain_rumble.wav,A torrential downpour is happening while it is thundering.,It is raining hard and then it begins to thunder.,Strong rain falls before it begins to thunder.,The rumble and crash of thunder indicate that a storm is approaching.,Thunder is booming and rain is pouring to the ground.
apartment amb.wav,Faint voices are in a crowded area and traffic is passing by,Heavy static and reverb are muffled by ringing bells and general static.,Heavy static and reverb muffled ringing bells and general static.,People talk faintly behind rushing air and a ringing bell,faint voices in a very crowded area with traffic passing by
Boiler and kitchen hood.wav,A machine is running very loudly at a continuous speed.,A machine is running very loudly at the same rate.,A mechanical roar resonates in the background while a person continuously taps a plastic object on a sink.,Reverb and general static clatter near an operating machine.,Reverb and general static near an operating machine or otherwise just clatter.
14.wav,A person is flipping the pages of the book one by one.,A person is flipping the pages of a book one by one .,A person is steadily turning the pages of a magazine.,A person tearing multiple pages out of a book in the foreground.,Papers are being flipped through furiously and turned over one by one.
Constant Radio Static.wav,It was a heavy and fast moving rainstorm with a lot of raindrops.,The water flows and then crashes into the river below.,Water is running and rain is falling at a rapid pace.,Water is running while rainfall is pouring at a fast pace.,water is falling heavily at the waterfall section of a river
squeaky_train_brakes.wav,A campfire crackles as a train screeches in the distance.,A fire at a camp site crackles as a locomotive passes by in the distance.,A fire crackles simultaneously as a car brake makes a screeching sound.,A fire is crackling while a car break screeches.,Wind blowing sound and a vehicle travelling sound.
city evening hum winter SHORT 130220_02.wav,"A small door closes, a train approaches from distance, and a paper is rattled.",The train shuffles through the night on the tracks under the subway stream.,The train shuffles through the night under the subway stream.,"While birds are chirping, water flows freely in a stream and a branch falls from a tree.","a small door closes, train approaches from distance, paper is rattled"
161004_0062 running water.wav,Rain water is dripping down into a empty metal rain barrel.,Rainwater is dripping down into an empty metal rain barrel.,Water drips onto a metallic surface at a constant rate.,stream of water is falling down on metal surface,the stream of water is falling on the metal surface
INT Bathroom tone 1.wav,"In the background falling rainwater drips down, birds chirp to each other, and a running engine hums rhythmically.",Water falls heavily as birds call while in the distance music is playing as people talk.,Water loudly runs in the background while birds chirp and low rumbling noises resonate.,While birds chirp and low rumbling noises resonate water runs loudly in the background.,"rain is falling with water dripping, birds are chirping and an engine is whirring in the background"
2 crickets chirping during a summer evening in the city (with traffic noise).wav,"In the background, a pulsating type of machinery is being run outdoors.",Insects making noise and also wind seems to be strong.,Some type of pulsating machinery running in the background outdoors.,The insects are making noise above the strong wind.,Various insects tweet at each other as automobiles drive in the distance.
Kitchen ambience.wav,An industrial machine is humming in the background at a steady and consistent speed.,"In the background, an industrial machine is steadily humming at a consistent speed.",The hum of the motor is constant and monotonous.,The motor has a constant and monotonous hum.,The sounds buzzed in the background with a lawn mower.
